"Year","Aqstime","Sate_AOD","AERONET_AOD"
2012,"2012-06-11 13:05:23",0.309383898973,0.172496715787
2012,"2012-06-25 13:39:12",0.482793331146,0.204587295827
2012,"2012-06-26 13:21:41",0.352358549833,0.158078640087
2012,"2012-07-08 12:59:27",0.17777402699,0.0941564811994
2012,"2012-08-06 13:55:16",0.399529933929,0.177817089412
2012,"2012-08-10 12:39:33",0.324156433344,0.321100846453
2012,"2012-10-16 13:19:02",0.270773857832,0.321101457188
2012,"2012-11-04 12:25:20",0.423703178763,0.0945400163531
2012,"2012-11-04 14:07:46",0.275977820158,0.147699450703
2012,"2012-11-18 13:04:51",0.720496833324,0.0882957301314
2012,"2012-12-06 12:22:58",0.306278318167,0.13119084781
2012,"2012-12-06 14:05:24",0.328688919544,0.162473259467
2012,"2012-12-17 14:00:39",0.198421999812,0.088647014343
2013,"2013-01-16 12:56:34",0.391640067101,0.403976444637
2013,"2013-01-24 13:44:20",0.346147358418,0.273892274916
2013,"2013-01-26 13:09:19",0.466258168221,0.434369694624
2013,"2013-01-27 12:51:49",0.374181598425,0.418694337336
2013,"2013-01-28 12:34:19",0.290078863502,0.232879658723
2013,"2013-01-28 14:11:03",0.199932828546,0.208458608478
2013,"2013-01-29 13:53:32",0.357898235321,0.392351950291
2013,"2013-01-30 13:36:02",0.0780594050884,0.106553381432
2013,"2013-01-31 13:18:34",0.145543038845,0.104151150382
2013,"2013-02-01 12:55:22",0.218398496509,0.211484238812
2013,"2013-02-01 12:55:22",0.218398496509,0.211484238812
2013,"2013-02-09 13:48:49",0.233171030879,0.153796735684
2013,"2013-02-13 14:09:52",0.167198225856,0.108586165652
2013,"2013-02-14 13:52:22",0.077220056206,0.155350417186
2013,"2013-03-05 12:58:40",0.256504923105,0.265751677716
2013,"2013-03-06 12:41:10",0.375692427158,0.573318263179
2013,"2013-03-08 13:42:53",0.360752031207,0.349255309442
2013,"2013-03-10 13:02:13",0.546332016587,0.56282657546
2013,"2013-03-12 12:27:12",0.456437766552,0.480754212866
2013,"2013-03-14 13:28:55",0.16417657584,0.184860639614
2013,"2013-03-15 13:11:27",0.359241217375,0.0914321289684
2013,"2013-03-16 12:53:57",0.175088107586,0.108480660993
2013,"2013-03-24 13:41:42",0.256840676069,0.337633385205
2013,"2013-03-26 13:06:43",0.424710392952,0.382062887817
2013,"2013-03-27 12:43:31",0.164512321353,0.137980400064
2013,"2013-03-29 13:50:56",0.0966929495335,0.0861790991623
2013,"2013-03-30 13:27:44",0.133288547397,0.181323532054
2013,"2013-03-31 13:10:14",0.510156095028,0.152785058267
2013,"2013-04-01 12:52:45",0.337250262499,0.222552926908
2013,"2013-04-01 12:52:45",0.337250262499,0.222552926908
2013,"2013-05-04 12:32:52",0.332046300173,0.127457600467
2013,"2013-05-27 13:42:39",0.249286532402,0.0747012825233
