"Year","Aqstime","Sate_AOD","AERONET_AOD"
2012,"2012-04-02 10:45:00",2.38200011314,2.26739945789
2012,"2012-04-24 10:10:00",0.668000031728,0.812565795743
2012,"2012-04-25 10:50:00",0.555000026361,0.379488220292
2012,"2012-05-01 10:15:00",0.334000015864,0.307213244994
2012,"2012-05-03 10:00:00",0.582000027644,0.504224318746
2012,"2012-05-04 10:45:00",0.836000039708,0.589482410289
2012,"2012-05-16 11:10:00",0.322000015294,0.261912623934
2012,"2012-06-18 10:15:00",2.38000011304,2.26366955831
2012,"2012-08-03 10:25:00",0.778500036977,0.59057138995
2012,"2012-08-04 11:10:00",0.475000022561,0.459550782218
2012,"2012-09-29 10:20:00",1.15850005503,0.86314244132
2012,"2012-09-30 11:00:00",0.710500033747,0.492029742986
2012,"2012-09-30 11:05:00",0.689000032726,0.525162569141
2012,"2012-10-18 10:50:00",0.942000044743,0.877841696544
2012,"2012-11-01 11:00:00",0.473000022466,0.414024473044
2012,"2012-11-01 11:05:00",0.665000031586,0.414024473044
2012,"2012-11-02 10:05:00",0.755000035861,0.555287116689
2012,"2012-11-02 10:10:00",0.741000035196,0.555287116689
2012,"2012-11-17 11:05:00",0.380000018049,0.259605488423
2012,"2012-12-06 09:55:00",0.526000024984,0.403311733052
2012,"2012-12-17 11:15:00",0.379000018002,0.339617321774
2013,"2013-03-20 10:45:00",2.24300010654,1.51091312095
2013,"2013-03-28 09:55:00",1.52900007262,1.31582451013
2013,"2013-05-16 10:40:00",0.334000015864,0.138475828435
2013,"2013-05-22 10:00:00",0.775500036834,0.500292012419
2013,"2013-05-27 10:20:00",0.776000036858,0.311829633861
2014,"2014-01-15 10:15:00",0.906000043033,0.729193093752
2014,"2014-01-18 10:45:00",1.46200006944,1.1982756228
2014,"2014-05-09 10:00:00",0.327000015532,0.285873360951
2014,"2014-05-10 10:45:00",0.375000017812,0.300205044291
2014,"2014-06-02 10:50:00",0.284000013489,0.199743422617
2014,"2014-09-26 10:25:00",1.24800005928,0.989705798797
2014,"2014-10-03 10:35:00",0.878000041703,1.21180609639
2014,"2014-10-06 11:05:00",0.929500044149,0.651405751058
2014,"2014-10-07 10:10:00",0.841000039945,0.655527077431
2014,"2014-10-09 09:55:00",1.50100007129,1.25328157069
2014,"2014-10-11 11:20:00",1.20800005738,1.00826641818
2014,"2014-10-12 10:25:00",1.07650005113,0.910947906214
2014,"2014-10-13 11:10:00",1.39400006621,1.15926907598
2014,"2014-10-14 10:15:00",1.46400006954,1.35153081634
2014,"2014-10-15 09:15:00",0.697000033106,1.0035959415
2014,"2014-10-15 10:55:00",0.159000007552,0.974038118084
2014,"2014-10-16 10:00:00",1.4780000702,1.49982851871
2014,"2014-11-14 11:10:00",0.610500028997,0.42098500049
2014,"2014-11-20 10:30:00",0.790000037523,0.637436435622
2014,"2014-11-20 10:35:00",0.937000044505,0.637436435622
2014,"2014-12-08 10:20:00",0.611000029021,0.403421883901
2014,"2014-12-15 10:25:00",1.12600005348,0.949141426934
2014,"2014-12-17 10:15:00",0.451000021421,0.303337304655
2014,"2014-12-22 10:35:00",0.858000040753,0.555716057496
2014,"2014-12-23 11:15:00",0.958000045503,0.799203417803
2014,"2014-12-29 10:40:00",0.717000034056,0.569526954964
2014,"2014-12-30 11:20:00",0.571000027121,0.695825400493
2015,"2015-01-13 09:55:00",0.444000021089,0.30621181211
2015,"2015-01-14 10:40:00",0.669000031776,0.460051600739
2015,"2015-01-17 11:10:00",0.916000043508,0.659819663457
2015,"2015-04-02 10:50:00",1.1095000527,0.922119449168
2015,"2015-04-03 09:55:00",1.17600005586,1.11198118792
2015,"2015-04-04 10:40:00",0.980000046548,0.844105497191
2015,"2015-04-15 10:20:00",0.527000025031,0.481987235968
2015,"2015-04-20 10:40:00",0.997500047379,0.765962407953
2015,"2015-05-02 11:05:00",0.64550003066,0.61613080704
2015,"2015-05-19 10:10:00",0.460000021849,0.301030937592
2015,"2015-05-26 10:15:00",0.699500033224,0.46712640229
2015,"2015-07-09 10:40:00",1.03300004906,0.477517181968
2015,"2015-07-12 11:10:00",0.635000030161,0.397367220355
2015,"2015-07-13 10:15:00",1.38800006593,1.02148163419
2015,"2015-08-10 10:40:00",0.86700004118,0.756115991926
2015,"2015-08-21 10:20:00",0.370000017574,0.280268129056
2015,"2015-08-24 10:50:00",0.98700004688,0.808771485428
2015,"2015-09-11 10:40:00",0.907500043104,1.53100585647
2015,"2015-09-14 11:10:00",0.952000045218,0.74890871494
2016,"2016-02-06 10:15:00",0.736000034958,0.563279551476
2016,"2016-02-08 10:00:00",0.770000036573,0.77620636605
2016,"2016-02-09 10:45:00",0.50550002401,0.38418416736
2016,"2016-02-12 11:15:00",0.678000032203,0.812564676275
2016,"2016-02-13 10:20:00",0.625000029686,0.520328346444
2016,"2016-02-14 11:05:00",1.04050004942,0.702338899144
2016,"2016-02-29 10:20:00",0.693500032939,0.449646998622
2016,"2016-05-17 10:35:00",0.874500041537,0.698005808751
2016,"2016-07-16 11:00:00",0.157000007457,0.134639996476
2016,"2016-08-08 11:05:00",0.101000004797,0.204740683305
2016,"2016-11-27 10:20:00",0.318000015104,0.175009691649
2016,"2016-11-28 11:05:00",0.329000015627,0.261784605305
2016,"2016-12-01 09:55:00",0.284000013489,0.19582934153
2016,"2016-12-02 10:40:00",0.351000016672,0.213486738789
2016,"2016-12-07 10:55:00",0.486000023084,0.314587851044
2016,"2016-12-08 10:00:00",0.438000020804,0.400815506236
2016,"2016-12-09 10:45:00",0.900000042748,0.882078127462
